"_time",messageBytes,cached,cp,bandwidthMbps,netPerflastMileRTT,netPerfdownloadTime,status,responseTime,failedvalues,requestClientIp
"2019-01-16T23:59:37.000+0000",1244582,false,558087,"182.60398277869592",22,52,403,74,1,"217.235.188.238"
"2019-01-16T23:59:31.000+0000",1394492,true,38428,"139.9885478772615",35,76,201,111,0,"223.134.54.130"
"2019-01-16T23:59:41.000+0000",1016601,true,81330035,"152.07941391888787",29,51,200,80,0,"207.242.129.57"
"2019-01-16T23:59:33.000+0000",1400756,false,15030,"248.53302711664244",43,43,201,86,0,"216.164.136.146"
"2019-01-16T23:59:35.000+0000",985363,true,85949,"96.38106517302684",5,78,201,83,0,"209.174.58.187"
"2019-01-16T23:59:40.000+0000",1470430,false,884685,"183.90968197681863",32,61,503,93,1,"216.159.250.117"
"2019-01-16T23:59:29.000+0000",160036,false,81330035,"14.364444508272058",50,85,504,135,1,"216.214.14.199"
"2019-01-16T23:59:33.000+0000",459441,false,318725,"159.32984785600144",19,22,201,41,0,"217.223.250.140"
"2019-01-16T23:59:27.000+0000",1340056,false,96062,"10223.81591796875",39,1,200,40,0,"217.207.226.103"
"2019-01-16T23:59:27.000+0000",1490954,false,9423450,"258.52446122602987",25,44,201,69,0,"217.223.243.23"
"2019-01-16T23:59:37.000+0000",936421,false,404065,"73.65283769430573",20,97,201,117,0,"216.150.99.218"
"2019-01-16T23:59:34.000+0000",549945,true,81330035,"45.60594973356827",29,92,201,121,0,"216.194.35.199"
"2019-01-16T23:59:40.000+0000",520970,true,81330035,"72.26701216264205",24,55,201,79,0,"209.218.136.28"
"2019-01-16T23:59:29.000+0000",1410671,false,3915175,"448.4402338663737",47,24,200,71,0,"209.114.250.21"
"2019-01-16T23:59:29.000+0000",518083,true,80457181,"69.34490538479989",18,57,201,75,0,"201.131.210.190"
"2019-01-16T23:59:40.000+0000",1432772,false,81330035,"683.1989288330078",1,16,504,17,1,"216.255.132.133"
"2019-01-16T23:59:27.000+0000",195263,true,80457181,"26.60247257777623",38,56,200,94,0,"201.131.210.68"
"2019-01-16T23:59:31.000+0000",861729,true,7725395,"939.2100742885044",11,7,201,18,0,"217.128.218.32"
"2019-01-16T23:59:33.000+0000",778739,true,9999,"228.51181030273438",3,26,200,29,0,"69.40.32.251"
"2019-01-16T23:59:42.000+0000",560752,false,85949,"91.02549451462765",39,47,503,86,1,"216.250.65.155"
"2019-01-16T23:59:30.000+0000",502928,false,17400,"639.5060221354166",25,6,201,31,0,"216.251.157.105"
"2019-01-16T23:59:29.000+0000",129181,false,9999,"41.06553395589193",6,24,200,30,0,"62.243.167.84"
"2019-01-16T23:59:41.000+0000",29408,false,17400,"7.478841145833333",7,30,404,37,1,"142.189.253.219"
"2019-01-16T23:59:39.000+0000",273657,true,9999,"104.39186096191406",49,20,411,69,1,"90.47.92.107"
"2019-01-16T23:59:33.000+0000",932732,false,110244,"98.8358391655816",3,72,500,75,1,"220.100.128.171"
"2019-01-16T23:59:36.000+0000",531615,false,110244,"65.41775118920111",48,62,403,110,1,"217.207.205.238"
"2019-01-16T23:59:37.000+0000",1390025,true,15030,"212.10098266601562",1,50,200,51,0,"216.89.39.7"
"2019-01-16T23:59:38.000+0000",55896,true,9999,"5.076817103794643",22,84,201,106,0,"93.3.182.147"
"2019-01-16T23:59:29.000+0000",340132,true,3915175,"64.87503051757812",14,40,201,54,0,"216.53.242.115"
"2019-01-16T23:59:32.000+0000",280198,false,888492,"68.95938996345765",27,31,201,58,0,"201.95.225.129"
"2019-01-16T23:59:40.000+0000",1431757,false,884685,"138.27138007441653",43,79,401,122,1,"217.163.21.220"
"2019-01-16T23:59:29.000+0000",1345173,false,9999,"427.61898040771484",45,24,200,69,0,"147.160.198.252"
"2019-01-16T23:59:39.000+0000",583658,true,3915175,"318.068368094308",39,14,504,53,1,"216.48.24.237"
"2019-01-16T23:59:34.000+0000",1287484,true,3915175,"213.53746497112772",36,46,200,82,0,"216.246.171.162"
"2019-01-16T23:59:33.000+0000",376452,true,610534,"79.78057861328125",31,36,201,67,0,"223.194.108.237"
"2019-01-16T23:59:05.000+0000",1230441,true,884685,"3129.1732788085938",45,3,200,48,0,"209.101.154.101"
"2019-01-16T23:59:06.000+0000",191274,true,8916477,"42.92072969324449",17,34,401,51,1,"216.196.24.92"
"2019-01-16T23:59:04.000+0000",1226710,false,3885461,"311.96848551432294",33,30,201,63,0,"223.55.239.30"
"2019-01-16T23:58:57.000+0000",935647,true,9999,"82.0508058043732",5,87,302,92,0,"88.240.136.126"
"2019-01-16T23:58:57.000+0000",732065,true,888492,"109.51397465724571",2,51,201,53,0,"201.89.233.77"
"2019-01-16T23:59:10.000+0000",455809,true,85949,"59.957701584388474",42,58,405,100,1,"216.170.34.119"
"2019-01-16T23:59:00.000+0000",954739,true,9999,"214.23766192267922",22,34,304,56,0,"124.72.55.68"
"2019-01-16T23:59:08.000+0000",614776,true,96062,"90.19939716045673",29,52,201,81,0,"188.220.175.191"
"2019-01-16T23:58:56.000+0000",1350695,true,888492,"180.78921134011787",28,57,200,85,0,"201.79.254.19"
"2019-01-16T23:59:05.000+0000",619566,false,404065,"135.05467006138394",26,35,201,61,0,"216.215.212.7"
"2019-01-16T23:59:02.000+0000",863437,true,15030,"658.7501525878906",30,10,200,40,0,"216.195.31.141"
"2019-01-16T23:59:05.000+0000",1287702,false,81330035,"101.2823360482442",40,97,404,137,1,"216.226.96.240"
"2019-01-16T23:59:07.000+0000",216810,true,15030,"18.796920776367188",46,88,201,134,0,"216.217.251.28"
"2019-01-16T23:59:01.000+0000",1134744,false,884685,"89.2516460615335",9,97,201,106,0,"216.195.240.172"
"2019-01-16T23:59:08.000+0000",1261414,false,9999,"104.6067942743716",30,92,401,122,1,"186.198.231.68"
"2019-01-16T23:59:09.000+0000",175630,false,81330035,"43.224211662046365",2,31,200,33,0,"216.255.77.34"
"2019-01-16T23:58:56.000+0000",553781,false,8916477,"105.6253433227539",26,40,304,66,0,"216.212.24.73"
"2019-01-16T23:59:03.000+0000",114380,true,15030,"37.94131071671196",2,23,200,25,0,"216.177.40.114"
"2019-01-16T23:59:11.000+0000",1491279,true,9999,"2275.5111694335938",12,5,200,17,0,"157.133.195.69"
"2019-01-16T23:59:10.000+0000",957031,false,81330035,"146.03134155273438",7,50,200,57,0,"216.204.255.200"
"2019-01-16T23:58:57.000+0000",773342,true,16300,"68.60617704169694",16,86,400,102,1,"201.76.108.72"
"2019-01-16T23:59:11.000+0000",557245,true,8916477,"46.21132560398267",44,92,200,136,0,"216.239.19.230"
"2019-01-16T23:59:07.000+0000",736606,false,81330035,"119.57144229970079",36,47,303,83,0,"216.165.250.124"
"2019-01-16T23:58:59.000+0000",452106,false,318725,"56.545820392546105",36,61,503,97,1,"217.223.250.155"
"2019-01-16T23:59:04.000+0000",187162,false,7879937,"17.849159240722656",18,80,403,98,1,"217.205.44.190"
"2019-01-16T23:59:08.000+0000",752065,false,8916477,"185.09034187563003",49,31,201,80,0,"216.255.65.124"
"2019-01-16T23:59:05.000+0000",266082,true,55164,"61.51650168678977",49,33,200,82,0,"217.255.196.196"
"2019-01-16T23:59:03.000+0000",1235868,false,9999,"409.95324176290757",46,23,201,69,0,"85.243.129.176"
"2019-01-16T23:59:03.000+0000",1214206,false,15030,"105.26882518421519",45,88,201,133,0,"216.145.123.4"
"2019-01-16T23:59:09.000+0000",968962,true,884685,"2464.197794596354",13,3,411,16,1,"216.237.222.149"
"2019-01-16T23:59:10.000+0000",1032689,false,15030,"92.69166834214154",37,85,201,122,0,"209.252.221.87"
"2019-01-16T23:59:06.000+0000",954908,true,85949,"83.73988359823994",15,87,200,102,0,"209.254.14.69"
"2019-01-16T23:58:58.000+0000",827041,false,8916477,"242.68546471228967",24,26,201,50,0,"216.244.2.182"
"2019-01-16T23:59:10.000+0000",903163,true,884685,"191.40519036187064",5,36,201,41,0,"216.233.240.250"
"2019-01-16T23:59:00.000+0000",716715,true,8227582,"130.1928928920201",33,42,304,75,0,"223.99.215.149"
"2019-01-16T23:59:04.000+0000",939991,true,3885461,"107.0382417137943",22,67,200,89,0,"223.222.77.78"
"2019-01-16T23:59:11.000+0000",1079186,true,81330035,"249.50108383641097",27,33,201,60,0,"216.99.131.169"
"2019-01-16T23:59:05.000+0000",1180597,false,53898,"150.12067159016925",33,60,404,93,1,"223.223.215.175"
"2019-01-16T23:59:05.000+0000",1164908,false,15030,"108.38466737328505",13,82,200,95,0,"216.199.219.26"
"2019-01-16T23:59:05.000+0000",265641,false,15030,"23.03045446222479",48,88,500,136,1,"217.141.230.84"
"2019-01-16T23:58:59.000+0000",543796,true,4388815,"259.30213928222656",16,16,411,32,1,"223.217.218.55"
"2019-01-16T23:59:11.000+0000",1340492,false,9999,"192.96494969781838",50,53,201,103,0,"220.227.8.143"
"2019-01-16T23:59:05.000+0000",757832,true,15030,"214.1407154224537",5,27,403,32,1,"209.212.207.28"
"2019-01-16T23:59:03.000+0000",541468,true,9999,"172.12804158528647",35,24,302,59,0,"120.84.185.186"
"2019-01-16T23:59:05.000+0000",205942,true,8916477,"21.523462582940926",42,73,200,115,0,"216.242.53.53"
"2019-01-16T23:59:10.000+0000",1236247,true,404065,"101.41737743090557",43,93,201,136,0,"216.242.112.201"
"2019-01-16T23:58:59.000+0000",152301,true,8916477,"1161.9644165039062",22,1,200,23,0,"216.244.19.61"
"2019-01-16T23:58:56.000+0000",1026499,false,884685,"1305.2609761555989",42,6,200,48,0,"209.211.35.126"
"2019-01-16T23:59:04.000+0000",822528,true,9999,"139.453125",45,45,200,90,0,"97.13.9.148"
"2019-01-16T23:59:11.000+0000",1245592,true,15030,"95.99103831281566",31,99,200,130,0,"216.151.32.142"
"2019-01-16T23:59:04.000+0000",564018,false,3885461,"110.3363037109375",5,39,504,44,1,"223.222.182.38"
"2019-01-16T23:58:58.000+0000",63966,false,8916477,"11.349345362463664",7,43,201,50,0,"216.165.244.127"
"2019-01-16T23:58:57.000+0000",861521,true,8916477,"85.36212475268871",26,77,201,103,0,"209.233.16.187"
"2019-01-16T23:59:00.000+0000",9483,true,3915175,"0.7234954833984375",47,100,201,147,0,"217.141.141.172"
"2019-01-16T23:59:02.000+0000",80913,false,81330035,"23.7429692195012",46,26,201,72,0,"216.239.146.20"
"2019-01-16T23:59:10.000+0000",657226,false,8916477,"122.29845000476372",14,41,201,55,0,"216.237.181.203"
"2019-01-16T23:59:08.000+0000",743031,false,2491285,"79.84333306970731",38,71,200,109,0,"213.26.27.38"
"2019-01-16T23:59:01.000+0000",893786,true,610534,"2273.015340169271",47,3,201,50,0,"223.255.217.87"
"2019-01-16T23:59:01.000+0000",890703,false,81330035,"73.864397795304",31,92,412,123,1,"209.181.60.36"
"2019-01-16T23:59:06.000+0000",663280,true,15030,"79.06913757324219",24,64,500,88,1,"216.213.88.15"
"2019-01-16T23:58:58.000+0000",804090,true,26870,"107.62666401110198",41,57,504,98,1,"223.255.27.32"
"2019-01-16T23:59:07.000+0000",1112750,false,7494377,"110.25465928114853",15,77,500,92,1,"217.167.154.131"
"2019-01-16T23:59:06.000+0000",136704,false,85949,"14.689700704225352",48,71,405,119,1,"217.71.116.64"
"2019-01-16T23:59:03.000+0000",441853,true,404065,"58.121911410627696",9,58,411,67,1,"216.230.86.156"
"2019-01-16T23:59:07.000+0000",949162,false,53898,"131.66420676491478",43,55,201,98,0,"223.216.89.92"
"2019-01-16T23:59:09.000+0000",627112,true,9999,"217.47658469460225",49,22,412,71,1,"200.225.147.16"
"2019-01-16T23:59:10.000+0000",1330595,false,55164,"203.03268432617188",23,50,201,73,0,"217.255.255.232"
"2019-01-16T23:59:07.000+0000",45245,false,884685,"69.03839111328125",6,5,302,11,0,"216.215.200.207"
"2019-01-16T23:59:03.000+0000",1147688,true,4388815,"460.8507658305921",40,19,201,59,0,"223.216.132.182"
"2019-01-16T23:59:08.000+0000",289460,false,888492,"48.00879436990489",43,46,412,89,1,"201.95.223.236"
"2019-01-16T23:59:02.000+0000",138250,false,9423450,"11.719597710503471",20,90,200,110,0,"217.223.248.135"
"2019-01-16T23:59:08.000+0000",1252668,true,3915175,"233.099960699314",45,41,201,86,0,"216.184.105.87"
"2019-01-16T23:59:11.000+0000",784477,false,8916477,"1197.0169067382812",41,5,201,46,0,"216.244.41.5"
"2019-01-16T23:59:06.000+0000",1099335,true,884685,"123.34206525017233",21,68,201,89,0,"216.233.186.216"
"2019-01-16T23:58:59.000+0000",477798,false,884685,"46.143157572685915",38,79,200,117,0,"216.195.241.60"
"2019-01-16T23:59:10.000+0000",337004,true,8916477,"42.85227457682292",21,60,201,81,0,"209.233.16.196"
"2019-01-16T23:59:07.000+0000",707957,false,15030,"142.13903326737253",45,38,201,83,0,"216.248.23.55"
"2019-01-16T23:59:09.000+0000",79866,true,15030,"87.04703194754464",18,7,502,25,1,"216.242.50.193"
"2019-01-16T23:59:08.000+0000",569484,false,15030,"72.41363525390625",21,60,200,81,0,"209.233.230.254"
"2019-01-16T23:58:59.000+0000",1385762,true,3915175,"961.1386385830965",17,11,405,28,1,"216.203.118.112"
"2019-01-16T23:58:58.000+0000",535778,true,558087,"51.09577178955078",49,80,304,129,0,"217.252.127.26"
"2019-01-16T23:59:11.000+0000",880127,false,53898,"106.58470032707093",5,63,200,68,0,"223.216.20.142"
"2019-01-16T23:58:57.000+0000",1078827,true,9999,"93.53178197687323",14,88,201,102,0,"91.59.79.137"
"2019-01-16T23:59:01.000+0000",381396,true,884685,"969.940185546875",15,3,201,18,0,"216.152.101.144"
"2019-01-16T23:59:01.000+0000",798902,true,81330035,"84.65470208062067",40,72,201,112,0,"216.253.98.197"
"2019-01-16T23:58:56.000+0000",904416,false,7879937,"300.00636888586956",45,23,200,68,0,"217.207.156.15"
"2019-01-16T23:59:06.000+0000",303235,true,81330035,"43.650933031765916",10,53,200,63,0,"216.63.237.107"
"2019-01-16T23:59:11.000+0000",169858,false,9999,"41.80366762222782",15,31,201,46,0,"78.23.44.51"
"2019-01-16T23:59:07.000+0000",1021452,true,8916477,"185.54905482700892",1,42,404,43,1,"216.244.11.55"
"2019-01-16T23:59:11.000+0000",448150,false,884685,"3419.1131591796875",34,1,200,35,0,"216.153.206.88"
"2019-01-16T23:59:00.000+0000",306406,false,81330035,"63.180871911951016",1,37,200,38,0,"216.161.116.183"
"2019-01-16T23:59:03.000+0000",1193741,true,85949,"157.02622512291217",5,58,200,63,0,"216.87.130.137"
"2019-01-16T23:59:02.000+0000",665180,false,36322,"66.77527176706414",36,76,206,112,0,"216.245.254.251"
"2019-01-16T23:59:11.000+0000",1469728,true,15030,"747.5423177083334",30,15,201,45,0,"216.196.252.143"
"2019-01-16T23:59:09.000+0000",958756,true,3915175,"140.66784198467548",10,52,200,62,0,"216.179.27.72"
"2019-01-16T23:58:59.000+0000",659300,true,404065,"94.90678895194576",17,53,200,70,0,"216.210.129.173"
"2019-01-16T23:59:08.000+0000",45197,false,9423450,"3.963514306079382",43,87,201,130,0,"217.203.72.68"
"2019-01-16T23:58:57.000+0000",288544,false,81330035,"440.283203125",35,5,500,40,1,"216.161.116.114"
"2019-01-16T23:59:05.000+0000",555232,false,8916477,"55.01407771915585",0,77,200,77,0,"209.225.97.108"
"2019-01-16T23:59:00.000+0000",893238,false,26870,"162.2586931501116",36,42,201,78,0,"223.102.0.188"
"2019-01-16T23:58:43.000+0000",793044,false,26870,"75.63056945800781",43,80,412,123,1,"223.104.19.116"
"2019-01-16T23:58:40.000+0000",849691,true,26870,"540.2189890543619",32,12,200,44,0,"223.87.80.189"
"2019-01-16T23:58:34.000+0000",1096119,false,15030,"134.88265006772934",30,62,200,92,0,"216.175.95.41"
"2019-01-16T23:58:32.000+0000",571698,false,15030,"174.4683837890625",0,25,412,25,1,"216.180.191.66"
"2019-01-16T23:58:43.000+0000",78124,false,884685,"8.05457862647804",6,74,200,80,0,"216.217.253.129"
"2019-01-16T23:58:44.000+0000",654052,false,15030,"415.83506266276044",33,12,504,45,1,"216.231.26.65"
"2019-01-16T23:58:38.000+0000",369819,false,884685,"46.25401731397285",43,61,301,104,0,"217.141.130.233"
"2019-01-16T23:58:33.000+0000",677815,false,15030,"198.8968482384315",19,26,303,45,0,"216.215.146.39"
"2019-01-16T23:58:41.000+0000",1083871,true,3885461,"95.04918942506286",45,87,201,132,0,"223.195.187.15"
"2019-01-16T23:58:34.000+0000",1272854,true,81330035,"236.85622796779725",3,41,200,44,0,"216.207.87.119"
"2019-01-16T23:58:39.000+0000",1112548,true,884685,"116.27489899935787",1,73,401,74,1,"216.192.228.240"
"2019-01-16T23:58:29.000+0000",1044953,true,9999,"199.30896759033203",31,40,200,71,0,"217.206.140.203"
"2019-01-16T23:58:30.000+0000",1461499,true,85949,"412.9760177047164",30,27,405,57,1,"216.130.103.80"
"2019-01-16T23:58:40.000+0000",916794,false,9999,"1748.6457824707031",1,4,200,5,0,"174.125.76.212"
"2019-01-16T23:58:29.000+0000",274421,true,81330035,"21.584186357321197",36,97,201,133,0,"216.170.136.93"
"2019-01-16T23:58:29.000+0000",227355,true,9999,"35.39961211535395",21,49,200,70,0,"106.146.219.163"
"2019-01-16T23:58:35.000+0000",1403210,false,888492,"148.6894819471571",12,72,201,84,0,"201.150.12.240"
"2019-01-16T23:58:42.000+0000",1113076,true,9999,"4246.0479736328125",39,2,200,41,0,"173.197.240.211"
"2019-01-16T23:58:38.000+0000",1467702,true,8916477,"508.9853460138495",29,22,302,51,0,"216.126.133.195"
"2019-01-16T23:58:38.000+0000",1390098,false,7879937,"303.01731654575894",31,35,201,66,0,"217.207.145.48"
"2019-01-16T23:58:33.000+0000",1382585,false,558087,"109.8779837290446",39,96,201,135,0,"217.255.124.160"
"2019-01-16T23:58:38.000+0000",348247,false,682089,"102.1889906663161",18,26,201,44,0,"223.55.115.26"
"2019-01-16T23:58:38.000+0000",899776,true,81330035,"221.44342237903226",6,31,200,37,0,"216.253.245.226"
"2019-01-16T23:58:38.000+0000",360927,false,8916477,"32.78160095214844",26,84,412,110,1,"216.190.82.71"
"2019-01-16T23:58:37.000+0000",1199863,false,9999,"915.4228210449219",19,10,200,29,0,"90.206.93.143"
"2019-01-16T23:58:42.000+0000",778836,true,404065,"108.03722034801136",25,55,201,80,0,"216.238.68.137"
"2019-01-16T23:58:43.000+0000",658805,false,33024,"109.26702748174252",43,46,404,89,1,"223.102.1.48"
"2019-01-16T23:58:34.000+0000",2377,false,404065,"0.5333844353170956",42,34,412,76,1,"216.244.124.195"
"2019-01-16T23:58:33.000+0000",214280,true,8916477,"51.08833312988281",35,32,201,67,0,"216.147.224.60"
"2019-01-16T23:58:31.000+0000",364894,true,9999,"54.58667231541054",4,51,502,55,1,"69.150.90.62"
"2019-01-16T23:58:39.000+0000",487894,true,80457181,"465.29197692871094",35,8,304,43,0,"201.94.247.155"
"2019-01-16T23:58:41.000+0000",832995,false,8916477,"577.7497725053266",46,11,201,57,0,"209.245.1.225"
"2019-01-16T23:58:42.000+0000",53295,true,3915175,"5.3501129150390625",34,76,500,110,1,"216.239.164.195"
"2019-01-16T23:58:41.000+0000",823683,true,9999,"1256.8405151367188",21,5,201,26,0,"92.251.79.204"
"2019-01-16T23:58:37.000+0000",561644,false,26870,"133.90636444091797",7,32,201,39,0,"223.209.64.144"
"2019-01-16T23:58:42.000+0000",192360,true,81330035,"733.795166015625",12,2,201,14,0,"216.214.152.210"
"2019-01-16T23:58:38.000+0000",520645,false,884685,"116.82959163890165",8,34,201,42,0,"216.236.252.31"
"2019-01-16T23:58:43.000+0000",936237,true,404065,"79.3657938639323",32,90,500,122,1,"209.210.171.208"
"2019-01-16T23:58:42.000+0000",709210,false,558087,"64.414796375093",35,84,200,119,0,"217.255.117.245"
"2019-01-16T23:58:39.000+0000",1277865,false,36322,"141.29472815472147",34,69,201,103,0,"216.156.158.83"
"2019-01-16T23:58:33.000+0000",869485,true,8916477,"552.8036753336588",18,12,201,30,0,"216.134.179.178"
