epoch,_time,amount,action,location,ID,user
1532567622,2018/07/25 20:13:42,498,withdrawal,catalina,155302,Lev
1532567620,2018/07/25 20:13:40,136,deposit,jamestown,171651,Libby
1532567619,2018/07/25 20:13:39,258,withdrawal,boston,193725,Lila
1532567618,2018/07/25 20:13:38,392,withdrawal,greenville,182349,Linda
1532567616,2018/07/25 20:13:36,293,withdrawal,seattle,127935,Lucius
1532567615,2018/07/25 20:13:35,138,withdrawal,margaritaville,186450,Luke
1532567614,2018/07/25 20:13:34,69,withdrawal,fresno,122584,Macaulay
1532567613,2018/07/25 20:13:33,275,deposit,seattle,177562,Madeline
1532567611,2018/07/25 20:13:31,225,deposit,james,196374,Maggy
1532567609,2018/07/25 20:13:29,445,deposit,james,197150,Mannix
1532567608,2018/07/25 20:13:28,466,withdrawal,catalina,103117,Mariko
1532567607,2018/07/25 20:13:27,319,withdrawal,darthmouth,105436,Maris
1532567606,2018/07/25 20:13:26,231,deposit,fresno,160399,Marny
1532567605,2018/07/25 20:13:25,18,deposit,catalina,129154,Marsden
1532567605,2018/07/25 20:13:25,86,withdrawal,truthville,171770,Marshall
1532567605,2018/07/25 20:13:25,41,withdrawal,fresno,166134,McKenzie
1532567604,2018/07/25 20:13:24,290,withdrawal,bermuda,154948,Mechelle
1532567604,2018/07/25 20:13:24,453,withdrawal,truthville,162344,Medge
1532567602,2018/07/25 20:13:22,210,withdrawal,fresno,101368,Michelle
1532567601,2018/07/25 20:13:21,222,deposit,bermuda,110481,Miranda
1532567599,2018/07/25 20:13:19,37,withdrawal,bermuda,105823,Mona
1532567599,2018/07/25 20:13:19,412,deposit,greenville,164961,Morgan
1532567597,2018/07/25 20:13:17,394,deposit,margaritaville,162686,Myles
1532567596,2018/07/25 20:13:16,65,deposit,truthville,135143,Naomi
1532567595,2018/07/25 20:13:15,203,withdrawal,bermuda,194799,Nathan
1532567594,2018/07/25 20:13:14,347,withdrawal,catalina,112799,Nathaniel
1532567593,2018/07/25 20:13:13,230,withdrawal,jamestown,138407,Nelle
1532567591,2018/07/25 20:13:11,50,deposit,bermuda,115195,Nero
1532567590,2018/07/25 20:13:10,492,deposit,greenville,138859,Neville
1532567590,2018/07/25 20:13:10,370,withdrawal,fresno,127776,Nicole
1532567588,2018/07/25 20:13:08,497,withdrawal,catalina,131077,Nita
1532567588,2018/07/25 20:13:08,132,withdrawal,catalina,179357,Noelle
1532567587,2018/07/25 20:13:07,330,withdrawal,greenville,150404,Nomlanga
1532567586,2018/07/25 20:13:06,365,deposit,truthville,125579,Norman
1532567586,2018/07/25 20:13:06,363,withdrawal,james,199666,Octavia
1532567585,2018/07/25 20:13:05,204,withdrawal,boston,131705,Octavius
1532567584,2018/07/25 20:13:04,137,withdrawal,margaritaville,134401,Odette
1532567583,2018/07/25 20:13:03,290,deposit,darthmouth,128794,Oprah
1532567583,2018/07/25 20:13:03,43,deposit,bermuda,137003,Orli
1532567583,2018/07/25 20:13:03,137,deposit,fresno,102137,Orson
1532567581,2018/07/25 20:13:01,268,deposit,catalina,103725,Pamela
1532567581,2018/07/25 20:13:01,429,deposit,james,150904,Patricia
1532567581,2018/07/25 20:13:01,325,deposit,truthville,153682,Paul
1532567580,2018/07/25 20:13:00,395,withdrawal,fresno,178053,Phillip
1532567580,2018/07/25 20:13:00,452,deposit,truthville,180941,Phoebe
1532567579,2018/07/25 20:12:59,223,deposit,truthville,184320,Plato
1532567578,2018/07/25 20:12:58,410,withdrawal,greenville,132313,Portia
1532567578,2018/07/25 20:12:58,392,deposit,darthmouth,193529,Quamar
1532567577,2018/07/25 20:12:57,136,withdrawal,margaritaville,156867,Quynn
1532567576,2018/07/25 20:12:56,137,withdrawal,catalina,154294,Rafael
1532567575,2018/07/25 20:12:55,374,withdrawal,truthville,112004,Randall
1532567574,2018/07/25 20:12:54,108,withdrawal,james,149909,Raphael
1532567572,2018/07/25 20:12:52,288,deposit,greenville,167978,Rashad
1532567570,2018/07/25 20:12:50,148,deposit,boston,140385,Raya
1532567569,2018/07/25 20:12:49,129,withdrawal,bermuda,137129,Rebekah
1532567569,2018/07/25 20:12:49,274,withdrawal,james,141430,Reese
1532567568,2018/07/25 20:12:48,209,withdrawal,james,174086,Regan
1532567567,2018/07/25 20:12:47,162,deposit,margaritaville,162120,Regina
1532567567,2018/07/25 20:12:47,441,deposit,jamestown,185721,Remedios
1532567565,2018/07/25 20:12:45,139,deposit,jamestown,189296,Ria
1532567563,2018/07/25 20:12:43,275,deposit,fresno,107530,Ross
1532567562,2018/07/25 20:12:42,304,withdrawal,truthville,108349,Russell
1532567560,2018/07/25 20:12:40,154,withdrawal,james,129115,Scott
1532567559,2018/07/25 20:12:39,93,withdrawal,truthville,178917,September
1532567557,2018/07/25 20:12:37,124,withdrawal,catalina,180686,Shaine
1532567556,2018/07/25 20:12:36,32,withdrawal,fresno,140439,Shana
1532567555,2018/07/25 20:12:35,168,withdrawal,jamestown,182368,Shea
1532567555,2018/07/25 20:12:35,398,deposit,seattle,150835,Sierra
1532567554,2018/07/25 20:12:34,482,deposit,darthmouth,132560,Sigourney
1532567553,2018/07/25 20:12:33,324,withdrawal,seattle,149520,Skyler
1532567552,2018/07/25 20:12:32,175,withdrawal,margaritaville,158924,Stella
1532567552,2018/07/25 20:12:32,293,withdrawal,catalina,124618,Stuart
1532567552,2018/07/25 20:12:32,44,deposit,bermuda,112027,Suki
1532567550,2018/07/25 20:12:30,421,deposit,truthville,182447,Sydney
1532567550,2018/07/25 20:12:30,150,withdrawal,james,162085,Sylvia
1532567549,2018/07/25 20:12:29,3,deposit,truthville,197108,TaShya
1532567549,2018/07/25 20:12:29,26,withdrawal,james,177056,Tad
1532567548,2018/07/25 20:12:28,448,withdrawal,catalina,142602,Tallulah
1532567548,2018/07/25 20:12:28,427,withdrawal,catalina,132188,Tanya
1532567547,2018/07/25 20:12:27,88,withdrawal,james,159832,Teagan
1532567545,2018/07/25 20:12:25,55,withdrawal,jamestown,145850,Teegan
1532567545,2018/07/25 20:12:25,17,withdrawal,greenville,116546,Thaddeus
1532567544,2018/07/25 20:12:24,198,withdrawal,catalina,132342,Thomas
1532567544,2018/07/25 20:12:24,296,withdrawal,seattle,119768,Tobias
1532567544,2018/07/25 20:12:24,217,deposit,boston,104603,Todd
1532567543,2018/07/25 20:12:23,157,deposit,james,141198,Trevor
1532567542,2018/07/25 20:12:22,441,deposit,truthville,185390,Troy
1532567540,2018/07/25 20:12:20,116,withdrawal,james,156498,Ulric
1532567540,2018/07/25 20:12:20,264,withdrawal,seattle,180070,Upton
1532567538,2018/07/25 20:12:18,371,deposit,catalina,127990,Uriah
1532567537,2018/07/25 20:12:17,314,withdrawal,fresno,165238,Uriel
1532567537,2018/07/25 20:12:17,308,withdrawal,fresno,154408,Urielle
1532567536,2018/07/25 20:12:16,374,withdrawal,catalina,132960,Vaughan
1532567534,2018/07/25 20:12:14,442,deposit,bermuda,175146,Veda
1532567532,2018/07/25 20:12:12,339,withdrawal,jamestown,188795,Venus
1532567532,2018/07/25 20:12:12,273,withdrawal,bermuda,172149,Vera
1532567532,2018/07/25 20:12:12,323,withdrawal,boston,192091,Vielka
1532567530,2018/07/25 20:12:10,34,deposit,catalina,118778,Vincent
1532567530,2018/07/25 20:12:10,118,withdrawal,catalina,176101,Virginia
1532567529,2018/07/25 20:12:09,374,withdrawal,catalina,167344,Vladimir
1532567527,2018/07/25 20:12:07,290,deposit,fresno,113862,Wallace
1532567526,2018/07/25 20:12:06,125,deposit,fresno,164935,Warren
1532567525,2018/07/25 20:12:05,9,deposit,boston,192195,Wayne
1532567523,2018/07/25 20:12:03,74,deposit,greenville,121540,Whilemina
1532567522,2018/07/25 20:12:02,340,deposit,catalina,183673,Willa
1532567521,2018/07/25 20:12:01,211,withdrawal,margaritaville,127174,Wing
1532567521,2018/07/25 20:12:01,3,deposit,truthville,199717,Wylie
1532567519,2018/07/25 20:11:59,275,deposit,catalina,106689,Wynter
1532567518,2018/07/25 20:11:58,328,withdrawal,catalina,160894,Wyoming
1532567517,2018/07/25 20:11:57,446,withdrawal,catalina,169815,Xandra
1532567516,2018/07/25 20:11:56,407,withdrawal,bermuda,157489,Xerxes
1532567515,2018/07/25 20:11:55,279,deposit,truthville,167545,Xyla
1532567513,2018/07/25 20:11:53,116,deposit,truthville,174090,Yasir
1532567511,2018/07/25 20:11:51,457,withdrawal,catalina,155303,Yeo
1532567510,2018/07/25 20:11:50,354,withdrawal,truthville,174053,Yoko
1532567510,2018/07/25 20:11:50,134,withdrawal,darthmouth,151631,Yolanda
1532567509,2018/07/25 20:11:49,88,deposit,boston,119322,Yoshio
1532567508,2018/07/25 20:11:48,37,deposit,darthmouth,158125,Yvonne
1532567507,2018/07/25 20:11:47,72,withdrawal,catalina,167280,Zane
1532567506,2018/07/25 20:11:46,156,withdrawal,truthville,103108,Zelda
1532567504,2018/07/25 20:11:44,458,deposit,margaritaville,116231,Zenia
1532567503,2018/07/25 20:11:43,300,withdrawal,boston,117587,Zoey
1532568081,2018/07/25 20:21:21,79,withdrawal,catalina,190060,meg
1532568080,2018/07/25 20:21:20,330,deposit,fresno,150818,mary
1532568079,2018/07/25 20:21:19,441,deposit,greenville,172478,grodo
1532568077,2018/07/25 20:21:17,223,deposit,seattle,182816,grodo
1532568076,2018/07/25 20:21:16,445,deposit,greenville,170608,slacker
1532568075,2018/07/25 20:21:15,9908,withdrawal,catalina,166770,arc
1532568074,2018/07/25 20:21:14,380,deposit,seattle,144747,slacker
1532568072,2018/07/25 20:21:12,284,deposit,seattle,101029,dashful
1532568071,2018/07/25 20:21:11,379,withdrawal,truthville,113704,slacker
1532568069,2018/07/25 20:21:09,96,deposit,truthville,158857,moes
1532568068,2018/07/25 20:21:08,376,deposit,boston,160610,leepy
1532568067,2018/07/25 20:21:07,366,deposit,jamestown,170918,hurly
1532568065,2018/07/25 20:21:05,122,deposit,seattle,176832,sam
1532568063,2018/07/25 20:21:03,8,deposit,margaritaville,127127,hurly
1532568062,2018/07/25 20:21:02,295,withdrawal,boston,185246,hurly
1532568061,2018/07/25 20:21:01,295,deposit,seattle,142170,sappy
1532568059,2018/07/25 20:20:59,205,withdrawal,bermuda,113774,moes
1532568058,2018/07/25 20:20:58,354,deposit,seattle,160438,james
1532568056,2018/07/25 20:20:56,356,deposit,greenville,110505,tambo
1532568055,2018/07/25 20:20:55,150,withdrawal,bermuda,172147,grodo
1532568053,2018/07/25 20:20:53,116,withdrawal,catalina,118595,sleezy
1532568053,2018/07/25 20:20:53,494,withdrawal,seattle,110011,rohit
1532568052,2018/07/25 20:20:52,144,withdrawal,jamestown,140380,leepy
1532568050,2018/07/25 20:20:50,133,deposit,bermuda,160039,robo
1532568049,2018/07/25 20:20:49,88,deposit,fresno,170256,sam
1532568047,2018/07/25 20:20:47,269,deposit,truthville,120283,grodo
1532568045,2018/07/25 20:20:45,490,deposit,jamestown,179457,soc
1532568044,2018/07/25 20:20:44,145,deposit,catalina,102055,moes
1532568043,2018/07/25 20:20:43,471,withdrawal,truthville,174766,saint
1532568042,2018/07/25 20:20:42,415,deposit,fresno,189236,dashful
1532568041,2018/07/25 20:20:41,59,deposit,darthmouth,175147,mary
1532568039,2018/07/25 20:20:39,124,withdrawal,margaritaville,144663,grodo
1532568039,2018/07/25 20:20:39,172,withdrawal,darthmouth,199221,dashful
1532568037,2018/07/25 20:20:37,241,deposit,fresno,123734,sappy
1532568037,2018/07/25 20:20:37,337,deposit,darthmouth,187528,mary
1532568035,2018/07/25 20:20:35,15,deposit,seattle,129800,dashful
1532568034,2018/07/25 20:20:34,142,deposit,catalina,122652,arc
1532568032,2018/07/25 20:20:32,230,withdrawal,darthmouth,130079,barry
1532568032,2018/07/25 20:20:32,300,withdrawal,catalina,164086,meg
1532568031,2018/07/25 20:20:31,100,withdrawal,bermuda,181902,slacker
1532568029,2018/07/25 20:20:29,125,deposit,james,104650,soc
1532568028,2018/07/25 20:20:28,288,deposit,darthmouth,131789,leepy
1532568026,2018/07/25 20:20:26,390,deposit,boston,102610,snow
1532568026,2018/07/25 20:20:26,77,deposit,truthville,141550,saint
1532568025,2018/07/25 20:20:25,305,deposit,catalina,108531,james
1532568023,2018/07/25 20:20:23,454,deposit,fresno,130975,leepy
1532568021,2018/07/25 20:20:21,67,deposit,catalina,155094,arc
1532568020,2018/07/25 20:20:20,184,withdrawal,darthmouth,122016,moes
1532568019,2018/07/25 20:20:19,455,deposit,bermuda,144457,soc
1532568018,2018/07/25 20:20:18,135,deposit,darthmouth,128143,robo
1532568016,2018/07/25 20:20:16,68,deposit,bermuda,191513,sam
1532568016,2018/07/25 20:20:16,369,deposit,fresno,161873,sappy
1532568016,2018/07/25 20:20:16,355,deposit,greenville,106889,moes
1532568014,2018/07/25 20:20:14,289,deposit,truthville,159463,saint
1532568013,2018/07/25 20:20:13,483,deposit,james,174875,rohit
1532568011,2018/07/25 20:20:11,410,deposit,james,158954,rohit
1532568009,2018/07/25 20:20:09,176,deposit,truthville,174819,hurly
1532568009,2018/07/25 20:20:09,177,withdrawal,catalina,136103,soc
1532568007,2018/07/25 20:20:07,455,deposit,catalina,166298,arc
1532568006,2018/07/25 20:20:06,59,withdrawal,james,132943,leepy
1532568005,2018/07/25 20:20:05,29,deposit,truthville,196630,meg
1532568003,2018/07/25 20:20:03,423,withdrawal,james,187641,slacker
1532568003,2018/07/25 20:20:03,271,deposit,james,177946,barry
1532568001,2018/07/25 20:20:01,345,withdrawal,darthmouth,184955,moes
1532568000,2018/07/25 20:20:00,121,withdrawal,truthville,118905,saint
1532568000,2018/07/25 20:20:00,151,deposit,boston,180829,rumpy
1532567999,2018/07/25 20:19:59,377,deposit,james,162149,barry
1532567999,2018/07/25 20:19:59,352,deposit,bermuda,157338,rumpy
1532567997,2018/07/25 20:19:57,378,withdrawal,seattle,120162,sappy
1532567996,2018/07/25 20:19:56,421,withdrawal,margaritaville,157822,grodo
1532567996,2018/07/25 20:19:56,241,withdrawal,darthmouth,196974,grodo
1532567995,2018/07/25 20:19:55,117,withdrawal,seattle,199480,grodo
1532567994,2018/07/25 20:19:54,139,deposit,margaritaville,145317,hurly
1532567994,2018/07/25 20:19:54,79,withdrawal,darthmouth,168002,sam
1532567993,2018/07/25 20:19:53,165,deposit,greenville,161129,slacker
1532567991,2018/07/25 20:19:51,137,withdrawal,fresno,110871,moes
1532567989,2018/07/25 20:19:49,146,withdrawal,darthmouth,173274,sleezy
1532567988,2018/07/25 20:19:48,163,withdrawal,fresno,125377,dashful
1532567987,2018/07/25 20:19:47,55,deposit,truthville,103934,saint
1532567986,2018/07/25 20:19:46,84,deposit,greenville,100520,snow
1532567985,2018/07/25 20:19:45,431,deposit,truthville,175792,soc
1532567983,2018/07/25 20:19:43,230,withdrawal,truthville,137045,wolf
1532567983,2018/07/25 20:19:43,375,deposit,bermuda,196939,robo
1532567981,2018/07/25 20:19:41,453,deposit,catalina,152204,arc
1532567981,2018/07/25 20:19:41,146,withdrawal,truthville,114217,saint
1532567981,2018/07/25 20:19:41,133,withdrawal,fresno,103889,wolf
1532567980,2018/07/25 20:19:40,353,withdrawal,fresno,155667,slacker
1532567979,2018/07/25 20:19:39,493,withdrawal,margaritaville,149944,slacker
1532567979,2018/07/25 20:19:39,130,withdrawal,jamestown,100059,snow
1532567978,2018/07/25 20:19:38,346,withdrawal,bermuda,154697,hurly
1532567978,2018/07/25 20:19:38,319,deposit,seattle,194952,wolf
1532567976,2018/07/25 20:19:36,26,deposit,truthville,170981,hopey
1532567975,2018/07/25 20:19:35,31,deposit,greenville,183194,rohit
1532567974,2018/07/25 20:19:34,370,withdrawal,fresno,100132,dashful
1532567973,2018/07/25 20:19:33,374,withdrawal,bermuda,120960,robo
1532567973,2018/07/25 20:19:33,305,deposit,jamestown,163704,hopey
1532567971,2018/07/25 20:19:31,222,deposit,truthville,117800,dashful
1532567970,2018/07/25 20:19:30,78,deposit,margaritaville,140513,dashful
1532567968,2018/07/25 20:19:28,164,deposit,boston,170196,james
1532567968,2018/07/25 20:19:28,324,withdrawal,darthmouth,127166,grodo
1532567967,2018/07/25 20:19:27,371,withdrawal,catalina,138450,arc
1532567966,2018/07/25 20:19:26,347,withdrawal,catalina,155969,arc
1532567965,2018/07/25 20:19:25,466,deposit,truthville,103828,saint
1532567964,2018/07/25 20:19:24,493,withdrawal,darthmouth,183082,meg
1532567964,2018/07/25 20:19:24,407,withdrawal,catalina,125072,wolf
1532567963,2018/07/25 20:19:23,362,deposit,truthville,152352,slacker
1532567962,2018/07/25 20:19:22,469,withdrawal,truthville,108208,slacker
1532567961,2018/07/25 20:19:21,248,withdrawal,greenville,162877,wolf
1532567961,2018/07/25 20:19:21,194,withdrawal,catalina,188830,snow
1532567959,2018/07/25 20:19:19,91,deposit,jamestown,173523,hopey
